count,mean,std,min,25%,50%,75%,max
7765.0,96251.83490019318,79292.98293922443,4000.0,51000.0,75000.0,115000.0,1580000.0
7765.0,2007.378622021893,6.309802519745053,1991.0,2003.0,2009.0,2012.0,2018.0
7765.0,128698.93560849968,83606.90606109452,4999.0,64999.0,119999.0,179999.0,349999.0
7765.0,6.52337411461687,1.3662698874047372,4.0,6.0,6.0,6.0,20.0
