,price,production_year,mileage,fuel_type,mark,model,fiscal_power
6020,290000,2016.0,34999,Diesel,Kia,Sorento,8
6021,110000,2010.0,59999,Diesel,Renault,Fluence,6
6022,40000,2000.0,179999,Essence,Peugeot,206,6
6023,23000,2003.0,39999,Essence,Peugeot,406,6
6024,45000,2005.0,199999,Diesel,Fiat,Palio,7
6025,75000,2012.0,169999,Diesel,Renault,Kangoo,6
6026,85000,2013.0,249999,Diesel,Autres,Autres,7
6027,65000,2011.0,249999,Diesel,Peugeot,Partner,6
6028,30000,1992.0,299999,Diesel,Volkswagen,GOLF 2,6
6029,47000,1995.0,189999,Diesel,Volkswagen,GOLF 3,6
6030,200000,2015.0,94999,Diesel,Ford,Kuga,8
6031,89000,2016.0,44999,Diesel,Dacia,Logan,6
6032,102000,2014.0,54999,Diesel,Dacia,Dokker,6
6033,52000,2002.0,249999,Diesel,Peugeot,206,7
6034,60000,2009.0,349999,Diesel,Dacia,Sandero,6
6035,26000,1996.0,299999,Essence,Peugeot,205,6
6036,59000,2006.0,199999,Diesel,Peugeot,Partner,6
6037,145000,2016.0,29999,Diesel,Dacia,Duster,6
6038,68000,2003.0,84999,Diesel,Renault,Megane,7
6039,58000,2007.0,249999,Diesel,Peugeot,206,6
6040,67000,2004.0,349999,Diesel,Opel,Astra,7
6041,37000,1992.0,169999,Diesel,Peugeot,205,6
6042,62000,2003.0,79999,Diesel,Peugeot,307,6
6043,97000,2010.0,69999,Essence,Honda,Civic,6
6044,32000,2003.0,44999,Essence,Fiat,Siena,6
6045,190000,2014.0,109999,Diesel,Mercedes-Benz,Classe B,7
6046,114000,2016.0,59999,Diesel,Peugeot,208,6
6047,32000,2007.0,29999,Essence,Fiat,Palio,6
6048,58000,2008.0,149999,Essence,Fiat,Linea,6
6049,123000,2008.0,189999,Diesel,Toyota,RAV 4,6
6050,59000,2009.0,24999,Diesel,Dacia,Logan,6
6051,75000,1996.0,349999,Diesel,Mercedes-Benz,Classe C,6
6052,150000,2015.0,24999,Diesel,Renault,Clio,6
6053,50000,1995.0,249999,Diesel,Renault,19,7
6054,22000,1991.0,299999,Essence,Peugeot,205,6
6055,46000,2006.0,249999,Essence,Chevrolet,Optra,9
6056,38000,1999.0,299999,Diesel,Renault,19,6
6057,50000,2008.0,169999,Essence,Hyundai,i 10,6
6058,55000,2003.0,169999,Diesel,Citroen,C3,6
6059,33000,1994.0,29999,Essence,Renault,19,8
6060,95000,2011.0,109999,Diesel,Ford,Focus,6
6061,92000,2015.0,89999,Diesel,Dacia,Logan,6
6062,90000,2003.0,199999,Diesel,Volkswagen,GOLF 4,8
6063,75000,2009.0,149999,Diesel,Fiat,Bravo,6
6064,85000,2014.0,129999,Diesel,Fiat,Doblo,6
6065,37000,2002.0,129999,Diesel,Fiat,Palio,6
6066,48000,2002.0,94999,Essence,Fiat,Punto,6
6067,65000,2007.0,189999,Essence,Renault,Clio,6
6068,78000,2003.0,249999,Diesel,Land Rover,Freelander,6
6069,52000,2006.0,119999,Essence,Ford,Fiesta,6
6070,79000,2012.0,119999,Essence,Seat,Ibiza,6
6071,36500,1997.0,34999,Essence,Renault,Megane,6
6072,52000,2010.0,299999,Essence,Renault,Symbol,7
6073,62000,2007.0,299999,Diesel,Hyundai,Accent,6
6074,30000,2011.0,24999,Diesel,Renault,12,6
6075,87000,2014.0,109999,Diesel,Peugeot,301,6
6076,80000,2011.0,159999,Diesel,Peugeot,206,6
6077,44000,2010.0,19999,Essence,Chevrolet,Spark,6
6078,40000,2004.0,249999,Essence,Mazda,3,6
6079,102000,2009.0,149999,Diesel,Ford,Focus,6
6080,70000,2007.0,179999,Diesel,Renault,Megane,6
6081,55000,2003.0,159999,Essence,Honda,CR-V,11
6082,95000,2013.0,129999,Diesel,Fiat,Punto,5
6083,43000,2008.0,159999,Essence,Renault,Clio,7
6084,96000,2014.0,119999,Diesel,Citroen,C-Elysée,6
6085,88000,2011.0,109999,Diesel,Peugeot,207,6
6086,58000,2005.0,29999,Diesel,Peugeot,Partner,6
6087,158000,2011.0,179999,Diesel,Hyundai,ix 35,6
6088,125000,2008.0,249999,Diesel,Opel,ANTARA,8
6089,65000,2007.0,24999,Diesel,Kia,Cerato,6
6090,90000,2010.0,139999,Diesel,Ssangyong,Kyron,6
6091,47000,2001.0,349999,Diesel,Peugeot,Partner,6
6092,130000,2012.0,199999,Diesel,Nissan,Qashqai,6
6093,78000,2001.0,19999,Diesel,Renault,Kangoo,7
6094,50000,2007.0,109999,Essence,Kia,Picanto,6
6095,55000,2008.0,19999,Diesel,Dacia,Logan,6
6096,122000,2010.0,249999,Diesel,Opel,Insignia,8
6097,47000,2007.0,4999,Essence,Kia,Picanto,6
6098,70000,2004.0,109999,Diesel,Renault,Megane,6
6099,60000,2002.0,94999,Diesel,Peugeot,406,8
6100,81000,2009.0,119999,Diesel,Peugeot,207,6
6101,49000,2009.0,94999,Essence,Hyundai,i 10,6
6102,70000,2007.0,189999,Diesel,Renault,Megane,6
6103,58000,2011.0,84999,Essence,Fiat,Punto,6
6104,45000,2006.0,199999,Diesel,Fiat,Palio,7
6105,125000,2015.0,94999,Diesel,Renault,Clio,6
6106,65000,2011.0,109999,Diesel,Ford,Focus,6
6107,38000,2010.0,139999,Essence,Hyundai,Accent,8
6108,26000,1996.0,159999,Essence,Fiat,Uno,6
6109,33000,2000.0,89999,Essence,Renault,Megane,8
6110,130000,2013.0,84999,Diesel,Renault,Megane,7
6111,40000,2006.0,34999,Essence,Dacia,Logan,6
6112,65000,1999.0,199999,Diesel,Audi,A4,8
6113,90000,2010.0,139999,Diesel,Ssangyong,Kyron,6
6114,103000,2013.0,84999,Diesel,Ford,Fiesta,6
6115,284000,2010.0,179999,Diesel,BMW,X5,6
6116,70000,2007.0,129999,Diesel,Volkswagen,Polo,6
6117,135000,2014.0,79999,Diesel,Renault,Megane,6
6118,250000,1995.0,19999,Essence,Renault,SUPER 5,6
6119,47000,2007.0,139999,Essence,Dacia,Logan,6
6120,148000,2013.0,109999,Diesel,Hyundai,i 30,6
6121,33000,1998.0,34999,Essence,Toyota,Tercel,6
6122,32000,1991.0,199999,Diesel,Renault,Clio,7
6123,45000,2004.0,19999,Essence,Honda,Jazz,6
6124,135000,2010.0,149999,Diesel,Renault,Scenic,6
6125,450000,2014.0,99999,Diesel,Jeep,Wrangler,6
6126,78000,2014.0,119999,Diesel,Renault,Symbol,6
6127,163000,2017.0,14999,Diesel,Ford,Focus,6
6128,56000,2012.0,49999,Essence,Dacia,Logan,6
6129,170000,2012.0,94999,Diesel,Volkswagen,Passat,6
6130,110000,2001.0,79999,Diesel,Mercedes-Benz,220,6
6131,34000,2004.0,34999,Essence,Fiat,Palio,7
6132,56000,2011.0,189999,Essence,Hyundai,i 20,6
6133,78000,2002.0,249999,Diesel,Volkswagen,Passat,6
6134,159000,2007.0,299999,Diesel,Mercedes-Benz,220,6
6135,110000,2000.0,39999,Diesel,Mercedes-Benz,Classe C,6
6136,82000,2004.0,119999,Diesel,Volkswagen,GOLF 4,6
6137,175000,2009.0,169999,Diesel,Volkswagen,PASSAT CC,8
6138,40000,1993.0,59999,Diesel,Renault,Clio,6
6139,58000,1998.0,109999,Essence,Toyota,RAV 4,11
6140,90000,2008.0,179999,Diesel,Renault,Megane,6
6141,72000,2013.0,139999,Essence,Renault,Clio,6
6142,95000,2013.0,89999,Diesel,Hyundai,i 20,6
6143,132000,2010.0,249999,Diesel,Mercedes-Benz,Classe C,8
6144,55000,2004.0,159999,Essence,Peugeot,307 CC,6
6145,40000,2000.0,249999,Essence,Mercedes-Benz,Classe A,6
6146,28000,2000.0,64999,Essence,Fiat,Siena,6
6147,44000,2001.0,249999,Essence,Renault,Clio,6
6148,72000,2014.0,54999,Essence,Ford,Ka,6
6149,58000,2011.0,119999,Essence,Kia,Picanto,6
6150,115000,2014.0,54999,Diesel,Seat,Ibiza,6
6151,92000,2016.0,109999,Diesel,Dacia,Logan,6
6152,35000,1998.0,169999,Essence,Suzuki,WAGON R,6
6153,106000,2010.0,159999,Diesel,Renault,Megane,6
6154,49000,1999.0,349999,Diesel,Fiat,Siena,6
6155,110000,2010.0,179999,Essence,Citroen,C5,6
6156,59000,2003.0,4999,Diesel,Peugeot,307 SW,8
6157,85000,2006.0,119999,Diesel,Ford,Focus,7
6158,31000,2004.0,129999,Essence,Volkswagen,Gol,6
6159,58000,2008.0,139999,Diesel,Peugeot,Partner,6
6160,175000,2012.0,119999,Diesel,Volkswagen,Passat,6
6161,105000,2017.0,24999,Diesel,Dacia,Logan,6
6162,82000,2009.0,199999,Diesel,Citroen,C4,6
6163,25000,1991.0,159999,Essence,Renault,SUPER 5,6
6164,120000,2013.0,149999,Diesel,Peugeot,Tepee,6
6165,16000,1991.0,94999,Essence,Renault,R21,10
6166,95000,2010.0,19999,Diesel,Volkswagen,Passat,6
6167,58000,2007.0,34999,Diesel,Dacia,Logan,6
6168,29000,2009.0,119999,Essence,Geely,GK-GL,6
6169,66000,2014.0,109999,Essence,Hyundai,i 10,6
6170,100000,2016.0,29999,Diesel,Dacia,Sandero,6
6171,128000,2008.0,249999,Diesel,Hyundai,Santa Fe,6
6172,80000,2013.0,149999,Diesel,Citroen,Berlingo,6
6173,125000,2015.0,59999,Diesel,Renault,Clio,6
6174,250000,2012.0,129999,Diesel,Mitsubishi,outlander,6
6175,105000,2009.0,249999,Diesel,Mercedes-Benz,220,6
6176,39000,1995.0,29999,Diesel,Renault,19,6
6177,68000,2003.0,84999,Diesel,Renault,Megane,7
6178,79000,2010.0,119999,Essence,Volkswagen,Polo,6
6179,74000,2010.0,299999,Diesel,Renault,Kangoo,6
6180,45000,1995.0,34999,Diesel,Peugeot,306,6
6181,48500,1997.0,189999,Diesel,Renault,Megane,6
6182,63000,2008.0,189999,Essence,Citroen,C4,6
6183,49000,2008.0,179999,Essence,Kia,Picanto,6
6184,195000,2012.0,249999,Diesel,Toyota,Prado,12
6185,58000,2011.0,94999,Essence,Hyundai,i 10,6
6186,93000,2014.0,54999,Diesel,Dacia,Sandero,6
6187,85000,2009.0,199999,Diesel,Renault,Kangoo,6
6188,34000,1998.0,249999,Diesel,Toyota,CORONA,8
6189,142000,2016.0,49999,Diesel,Ford,Fiesta,6
6190,90000,2013.0,84999,Essence,Volkswagen,Polo,6
6191,68000,2003.0,24999,Diesel,Volkswagen,Bora,6
6192,55000,1996.0,299999,Diesel,Renault,19,6
6193,85000,2013.0,129999,Diesel,Dacia,Dokker,6
6194,25000,1997.0,19999,Essence,Fiat,Uno,6
6195,63000,2009.0,139999,Diesel,Dacia,Logan,6
6196,52000,2000.0,94999,Diesel,Renault,Kangoo,6
6197,60000,2010.0,19999,Diesel,Citroen,Berlingo,6
6198,70000,2010.0,109999,Diesel,Dacia,Logan,6
6199,235000,2014.0,84999,Diesel,Volkswagen,GOLF 7,6
6200,220000,2013.0,169999,Diesel,Volkswagen,Touran,6
6201,28000,1999.0,249999,Essence,Fiat,Uno,6
6202,40000,2002.0,169999,Essence,Citroen,XSARA,6
6203,138000,2016.0,54999,Diesel,Dacia,Duster,7
6204,90000,2008.0,129999,Diesel,Citroen,C4,6
6205,62000,2003.0,299999,Diesel,Opel,Astra,7
6206,35000,1993.0,34999,Diesel,Peugeot,306,6
6207,126000,2014.0,34999,Diesel,Renault,Clio,6
6208,120000,2015.0,94999,Diesel,Renault,Fluence,6
6209,80000,2009.0,4999,Diesel,Toyota,RAV 4,6
6210,160000,2016.0,9999,Diesel,Kia,Soul,6
6211,27000,1993.0,9999,Essence,Alfa Romeo,4C,6
6212,90000,2009.0,179999,Diesel,Ford,Focus,6
6213,350000,2013.0,109999,Diesel,Land Rover,Range Rover Evoque,6
6214,113000,2013.0,119999,Diesel,Volkswagen,Polo,6
6215,415000,2012.0,109999,Diesel,Porsche,Panamera,6
6216,37000,2002.0,14999,Diesel,Fiat,Uno,7
6217,150000,2003.0,64999,Diesel,Isuzu,Landwind,6
6218,187000,2013.0,99999,Diesel,Toyota,Hilux,6
6219,35000,2006.0,49999,Essence,Fiat,Palio,6
6220,58000,2007.0,139999,Essence,Honda,Jazz,6
6221,87000,2007.0,29999,Diesel,Toyota,Hilux,6
6222,36000,1998.0,249999,Diesel,Citroen,C15,6
6223,56000,1999.0,349999,Diesel,Opel,Astra,7
6224,85000,2010.0,59999,Diesel,Volkswagen,GOLF 4,6
6225,30000,1995.0,249999,Essence,Fiat,Uno,6
6226,19000,1991.0,4999,Essence,Renault,R4,6
6227,79000,2007.0,249999,Diesel,Citroen,C4 Picasso,6
6228,30000,2002.0,79999,Essence,Alfa Romeo,155,6
6229,33000,1992.0,89999,Diesel,Peugeot,205,6
6230,48000,2008.0,74999,Essence,Peugeot,206,6
6231,42000,2000.0,149999,Essence,Volkswagen,Polo,6
6232,98000,2017.0,4999,Diesel,Dacia,Logan,6
6233,115000,2015.0,29999,Diesel,Citroen,Nemo,6
6234,60000,2010.0,149999,Diesel,Citroen,Berlingo,6
6235,61000,2011.0,159999,Essence,Hyundai,i 10,6
6236,60000,2008.0,189999,Diesel,Peugeot,Partner,7
6237,30000,1996.0,34999,Diesel,Fiat,Uno,6
6238,85000,2012.0,84999,Essence,Volkswagen,Polo,6
6239,58000,2011.0,179999,Essence,Hyundai,i 10,6
6240,115000,2013.0,109999,Diesel,Hyundai,Accent,6
6241,117000,2012.0,99999,Diesel,Peugeot,308 SW,6
6242,102000,2002.0,179999,Diesel,Volkswagen,GOLF 4,8
6243,58000,2009.0,79999,Essence,Citroen,C1,6
6244,37000,1994.0,79999,Diesel,Volkswagen,Jetta,6
6245,58500,2000.0,349999,Diesel,Volkswagen,Passat,6
6246,160000,2006.0,299999,Diesel,Audi,Q7,12
6247,82000,2013.0,94999,Diesel,Citroen,Nemo,6
6248,35000,2005.0,109999,Essence,Fiat,Uno,6
6249,96000,2010.0,139999,Diesel,Renault,Megane,6
6250,85000,2007.0,69999,Diesel,Renault,Scenic,6
6251,266000,2011.0,119999,Diesel,BMW,X6,6
6252,50000,2001.0,4999,Diesel,Peugeot,306,6
6253,290000,2015.0,54999,Diesel,Volkswagen,Tiguan,6
6254,28000,1995.0,249999,Essence,Fiat,Uno,6
6255,67000,2015.0,84999,Essence,Kia,Picanto,6
6256,77000,2010.0,139999,Diesel,Peugeot,207,6
6257,55000,2000.0,64999,Diesel,Mercedes-Benz,270,11
6258,200000,2010.0,94999,Essence,Mercedes-Benz,Classe E,6
6259,39000,1999.0,179999,Diesel,Land Rover,Freelander,6
6260,38000,2009.0,169999,Essence,Fiat,Albea,6
6261,125000,2014.0,109999,Diesel,Dacia,Dokker,6
6262,60000,2005.0,299999,Diesel,Seat,Ibiza,8
6263,23000,2001.0,139999,Essence,Honda,Accord,6
6264,229000,2016.0,24999,Diesel,Ford,Kuga,6
6265,85000,2006.0,4999,Diesel,Volkswagen,GOLF 4,6
6266,56000,2000.0,249999,Diesel,Renault,Clio,6
6267,122000,2013.0,109999,Diesel,Citroen,Berlingo,6
6268,43000,2003.0,249999,Diesel,Fiat,Palio,6
6269,67000,2012.0,129999,Diesel,Dacia,Logan,6
6270,135000,2008.0,189999,Diesel,Volkswagen,Caddy,8
6271,138000,2016.0,79999,Diesel,Peugeot,Tepee,6
6272,167000,2013.0,94999,Diesel,Hyundai,ix 35,6
6273,88000,2008.0,109999,Diesel,Peugeot,308,6
6274,68500,2011.0,119999,Essence,Volkswagen,Polo,6
6275,42000,2001.0,9999,Essence,Peugeot,206,6
6276,25000,1995.0,149999,Diesel,Renault,R5,6
6277,27000,1997.0,54999,Diesel,Fiat,Uno,6
6278,50000,2004.0,94999,Diesel,Citroen,Xsara Picasso,7
6279,45000,2007.0,129999,Essence,Kia,Picanto,6
6280,32000,2003.0,24999,Essence,Fiat,Uno,6
6281,93000,2009.0,149999,Diesel,Ford,Focus,6
6282,140000,2012.0,149999,Diesel,Peugeot,508,6
6283,110000,2009.0,84999,Diesel,Peugeot,307,6
6284,500000,2001.0,249999,Diesel,Peugeot,406,6
6285,58000,2005.0,84999,Diesel,Peugeot,407,8
6286,107000,2013.0,119999,Diesel,Renault,Clio,6
6287,195000,2011.0,129999,Diesel,Hyundai,Santa Fe,6
6288,50000,2007.0,169999,Essence,Kia,Picanto,7
6289,36000,1993.0,29999,Diesel,Volkswagen,GOLF 3,6
6290,85000,2009.0,119999,Diesel,Renault,Megane,6
6291,58000,2007.0,349999,Diesel,Citroen,Berlingo,7
6292,107000,2013.0,64999,Diesel,Dacia,Sandero,6
6293,125000,2016.0,89999,Diesel,Peugeot,208,6
6294,50000,2010.0,109999,Essence,Fiat,Panda,6
6295,65000,2013.0,49999,Diesel,Peugeot,Bipper,6
6296,35000,1997.0,249999,Diesel,Volkswagen,Polo,8
6297,50000,2006.0,29999,Diesel,Dacia,Logan,6
6298,279000,2012.0,109999,Diesel,Citroen,DS5,6
6299,55000,2007.0,89999,Essence,Daihatsu,Sirion,6
6300,90000,2011.0,199999,Diesel,Chevrolet,Cruze,8
6301,36000,1993.0,24999,Diesel,Volkswagen,GOLF 3,6
6302,510000,2013.0,94999,Diesel,BMW,Serie 6,6
6303,58000,2010.0,9999,Essence,Hyundai,Accent,8
6304,52000,2007.0,189999,Essence,Peugeot,206,6
6305,249000,2012.0,139999,Diesel,BMW,Serie 3,6
6306,119000,2009.0,249999,Diesel,BMW,Serie 1,6
6307,85000,2009.0,119999,Diesel,Renault,Megane,6
6308,128000,2008.0,169999,Diesel,Volkswagen,Passat,6
6309,50000,2001.0,24999,Diesel,Peugeot,206,6
6310,21000,1993.0,249999,Essence,Renault,R5,5
6311,50000,1995.0,34999,Diesel,Peugeot,306,6
6312,229000,2012.0,129999,Diesel,Volkswagen,Tiguan,6
6313,167000,2013.0,179999,Diesel,Ford,Kuga,6
6314,58000,2002.0,39999,Diesel,Renault,Megane,6
6315,192000,2010.0,179999,Diesel,Volkswagen,PASSAT CC,6
6316,50000,2005.0,44999,Diesel,Citroen,C5,6
6317,40000,1999.0,299999,Diesel,Citroen,C15,6
6318,40000,1992.0,29999,Diesel,Renault,19,6
6319,45000,2006.0,129999,Essence,Mitsubishi,lancer,7
6320,135000,2014.0,79999,Diesel,Ford,Focus,6
6321,150000,2010.0,249999,Diesel,Volkswagen,GOLF 6,6
6322,95000,2010.0,129999,Diesel,Citroen,C4,6
6323,99000,2014.0,89999,Diesel,Dacia,Dokker,6
6324,40000,1999.0,39999,Essence,Mercedes-Benz,250,6
6325,79000,2008.0,94999,Diesel,Kia,K2700,6
6326,23000,1997.0,79999,Diesel,Fiat,Uno,7
6327,45000,2002.0,29999,Diesel,Fiat,Siena,7
6328,100000,2011.0,109999,Diesel,Volkswagen,Polo,6
6329,61000,2008.0,139999,Diesel,Dacia,Logan,6
6330,78000,2010.0,139999,Essence,Volkswagen,Polo,6
6331,45000,2003.0,189999,Essence,Honda,CR-V,11
6332,42000,2000.0,139999,Essence,Volkswagen,Polo,6
6333,57000,2006.0,249999,Diesel,Hyundai,Accent,6
6334,21000,1992.0,9999,Essence,Fiat,TEMPRA,6
6335,53000,2010.0,94999,Essence,Kia,Picanto,6
6336,50000,2003.0,299999,Diesel,Peugeot,206,6
6337,28000,2003.0,129999,Diesel,Fiat,Uno,6
6338,107000,2010.0,129999,Diesel,Dacia,Duster,7
6339,56000,2008.0,249999,Diesel,Renault,Scenic,6
6340,56000,2001.0,349999,Diesel,Renault,Megane,6
6341,79000,2009.0,89999,Essence,Volkswagen,Polo,6
6342,52000,2011.0,249999,Essence,Renault,Symbol,7
6343,79000,2002.0,199999,Diesel,Mercedes-Benz,Vito,6
6344,58000,2011.0,59999,Diesel,Hyundai,Elantra,6
6345,52000,2000.0,189999,Diesel,Peugeot,206,6
6346,150000,2009.0,299999,Diesel,Mercedes-Benz,Classe B,8
6347,49000,2003.0,199999,Essence,Mazda,626,6
6348,31000,2006.0,89999,Essence,Kia,Optima,6
6349,120000,2012.0,109999,Diesel,Ford,Fiesta,6
6350,175000,2014.0,84999,Diesel,Ford,Kuga,6
6351,125000,2014.0,79999,Diesel,Citroen,C4,6
6352,111000,2015.0,64999,Diesel,Renault,Kangoo,6
6353,90000,2008.0,109999,Essence,Honda,CR-V,6
6354,63000,2006.0,19999,Diesel,Renault,Kangoo,6
6355,83000,2012.0,119999,Diesel,Peugeot,206,6
6356,55000,2006.0,249999,Essence,Chevrolet,Optra,9
6357,53000,2001.0,159999,Essence,Honda,CR-V,6
6358,29000,2007.0,129999,Essence,Suzuki,Alto,6
6359,42000,2008.0,64999,Essence,Suzuki,Alto,6
6360,158000,2012.0,94999,Diesel,Toyota,RAV 4,6
6361,38000,2007.0,129999,Essence,Kia,Picanto,6
6362,93000,2013.0,119999,Diesel,Fiat,Doblo,6
6363,65000,2011.0,249999,Diesel,Dacia,Logan,6
6364,22000,1991.0,299999,Essence,Peugeot,205,6
6365,75000,2011.0,129999,Diesel,Ford,Kuga,6
6366,93000,2009.0,199999,Diesel,Renault,Laguna,6
6367,88000,2014.0,59999,Diesel,Fiat,Doblo,5
6368,70000,2000.0,39999,Diesel,Volkswagen,Golf,6
6369,82000,2014.0,79999,Diesel,Fiat,Punto,6
6370,150000,2008.0,149999,Diesel,Audi,A4,6
6371,80000,2005.0,24999,Diesel,Peugeot,307,6
6372,97000,2015.0,29999,Diesel,Dacia,Logan,6
6373,37000,2001.0,169999,Essence,Toyota,RAV 4,11
6374,43000,2002.0,54999,Diesel,Fiat,Siena,6
6375,49500,2007.0,14999,Essence,Peugeot,207,6
6376,116000,2013.0,99999,Diesel,Dacia,Duster,6
6377,45000,2003.0,249999,Diesel,Peugeot,Partner,6
6378,20200,2000.0,249999,Diesel,Fiat,Uno,6
6379,126000,2014.0,4999,Diesel,Volkswagen,Touran,6
6380,62000,2013.0,129999,Essence,Renault,Clio,6
6381,39000,1998.0,159999,Diesel,Mercedes-Benz,Classe E,6
6382,128000,2002.0,199999,Diesel,Mercedes-Benz,220,6
6383,77000,2007.0,249999,Diesel,Renault,Kangoo,6
6384,35000,1999.0,139999,Diesel,Fiat,Palio,7
6385,96000,2007.0,119999,Diesel,Toyota,Avensis,6
6386,56000,2010.0,39999,Diesel,Volkswagen,GOLF 2,6
6387,99000,2010.0,159999,Diesel,Renault,Megane,6
6388,63000,2012.0,59999,Essence,Peugeot,206,6
6389,102000,2011.0,99999,Essence,Volkswagen,Polo,6
6390,100000,2010.0,84999,Diesel,Renault,Kangoo,6
6391,68000,2008.0,79999,Diesel,Renault,Kangoo,6
6392,99000,2008.0,149999,Diesel,Nissan,X-Trail,6
6393,27000,1996.0,64999,Essence,Renault,Clio,6
6394,58000,2010.0,94999,Essence,Kia,Picanto,6
6395,15000,2002.0,249999,Diesel,Renault,Laguna,6
6396,157000,2012.0,199999,Diesel,Ford,Transit,6
6397,123000,2012.0,139999,Diesel,Opel,Astra,6
6398,50000,2005.0,109999,Essence,Honda,Jazz,6
6399,69000,2012.0,24999,Essence,Ford,Fiesta,6
6400,76000,2008.0,149999,Diesel,Renault,Kangoo,6
6401,105000,2016.0,249999,Diesel,Citroen,C5,6
6402,34000,1994.0,349999,Diesel,Ford,Mondeo,7
6403,100000,2013.0,94999,Diesel,Renault,Kangoo,6
6404,136000,2015.0,89999,Diesel,Dacia,Duster,7
6405,99000,2014.0,69999,Diesel,Peugeot,208,6
6406,132000,2014.0,94999,Diesel,Renault,Megane,6
6407,129000,2014.0,99999,Diesel,Opel,Insignia,6
6408,215000,2016.0,34999,Diesel,Nissan,Qashqai,6
6409,23000,1998.0,44999,Diesel,Seat,Cordoba,6
6410,129000,2011.0,199999,Diesel,Opel,Insignia,6
6411,45000,2004.0,19999,Essence,Peugeot,307,6
6412,70000,2013.0,59999,Essence,Peugeot,206+,6
6413,140000,2013.0,69999,Diesel,Nissan,Juke,6
6414,56000,2002.0,179999,Diesel,Peugeot,206,7
6415,145000,2008.0,109999,Diesel,Toyota,RAV 4,9
6416,102000,2012.0,89999,Diesel,Mitsubishi,lancer,6
6417,319000,2012.0,149999,Diesel,Mercedes-Benz,CLASSE ML,6
6418,38000,2002.0,299999,Diesel,Fiat,Uno,6
6419,80000,2006.0,159999,Essence,Honda,Civic,6
6420,70000,2005.0,249999,Diesel,Peugeot,307,6
6421,179500,2017.0,4999,Diesel,Citroen,C4 CACTUS,6
6422,100000,2013.0,69999,Diesel,Renault,Clio,6
6423,100000,2009.0,249999,Diesel,Citroen,C5,8
6424,103500,2010.0,129999,Diesel,Volvo,C30,6
6425,197500,2017.0,4999,Diesel,Peugeot,2008,6
6426,175000,2012.0,139999,Diesel,Volkswagen,Passat,6
6427,58000,2004.0,189999,Diesel,Peugeot,206,6
6428,48000,2006.0,9999,Essence,Citroen,C2,6
6429,200500,2013.0,109999,Diesel,Citroen,DS5,6
6430,106000,2017.0,4999,Essence,Peugeot,other,6
6431,130000,2006.0,249999,Diesel,BMW,Serie 5,6
6432,104400,2017.0,4999,Essence,Citroen,C1,6
6433,171500,2016.0,19999,Diesel,Citroen,DS3,6
6434,120000,2012.0,109999,Diesel,Audi,A1,8
6435,62000,2003.0,79999,Diesel,Peugeot,307,6
6436,118000,2008.0,249999,Diesel,Hyundai,Santa Fe,8
6437,65000,1999.0,299999,Diesel,Volkswagen,GOLF 4,8
6438,90000,2010.0,84999,Essence,Audi,A3,6
6439,58000,2004.0,189999,Diesel,Peugeot,206,6
6440,113000,2006.0,199999,Diesel,Volkswagen,GOLF PLUS,6
6441,100500,2010.0,94999,Diesel,Hyundai,Elantra,6
6442,45000,2008.0,199999,Essence,Kia,Picanto,6
6443,172200,2016.0,9999,Diesel,Citroen,DS3,6
6444,272000,2017.0,4999,Diesel,Citroen,DS5,6
6445,48000,2003.0,9999,Diesel,Citroen,XSARA,6
6446,129000,2016.0,99999,Diesel,Citroen,Berlingo,6
6447,65000,2012.0,74999,Diesel,Peugeot,Bipper,6
6448,185300,2017.0,34999,Diesel,Peugeot,308,6
6449,180000,2015.0,74999,Diesel,Alfa Romeo,Giulietta,6
6450,34000,2002.0,149999,Essence,Rover,Mini,8
6451,63000,1995.0,4999,Diesel,Mercedes-Benz,250,10
6452,26000,1996.0,39999,Essence,Fiat,Uno,6
6453,42000,2001.0,19999,Diesel,Peugeot,206,6
6454,90000,2012.0,79999,Essence,Volkswagen,Polo,6
6455,160000,2015.0,24999,Diesel,Opel,Astra,6
6456,41000,2009.0,9999,Essence,Changhe,Ideal,6
6457,37000,2000.0,189999,Essence,Suzuki,Vitara,7
6458,109000,2014.0,99999,Diesel,Ford,Fiesta,6
6459,75000,2010.0,149999,Diesel,Renault,Kangoo,6
6460,100000,2005.0,249999,Diesel,Nissan,X-Trail,6
6461,65000,2011.0,119999,Diesel,Citroen,2 CV,6
6462,100000,2014.0,59999,Diesel,Peugeot,208,6
6463,75000,2005.0,249999,Essence,mini,cooper,8
6464,65000,2013.0,169999,Essence,Peugeot,206,6
6465,55000,1992.0,34999,Diesel,Renault,19,6
6466,35000,1992.0,189999,Essence,Renault,R4,6
6467,103000,2014.0,99999,Diesel,Renault,Clio,6
6468,52000,2006.0,14999,Diesel,Dacia,Logan,6
6469,72000,2008.0,149999,Essence,Peugeot,308,6
6470,42000,2004.0,49999,Essence,Hyundai,Accent,6
6471,60000,2011.0,19999,Diesel,Peugeot,307,6
6472,28000,1995.0,19999,Diesel,Peugeot,205,6
6473,72000,1998.0,299999,Diesel,Volkswagen,GOLF 4,6
6474,135000,2010.0,99999,Diesel,Honda,Accord,8
6475,72000,2008.0,149999,Essence,Peugeot,308,6
6476,17000,1991.0,14999,Essence,Peugeot,309,6
6477,70000,2008.0,169999,Diesel,Ford,Fiesta,6
6478,140000,2008.0,189999,Diesel,BMW,X3,6
6479,130000,2004.0,349999,Diesel,Mercedes-Benz,220,9
