,price,production_year,mileage,fuel_type,mark,model,fiscal_power
2018,89000,2009.0,159999,Diesel,Toyota,Auris,6
2019,82000,1999.0,299999,Diesel,Volkswagen,GOLF 4,6
2020,112000,1997.0,249999,Diesel,Mercedes-Benz,Vito,9
2021,59000,2006.0,54999,Diesel,Renault,Logan,6
2022,23000,1996.0,24999,Essence,Fiat,Uno,6
2023,96000,2013.0,99999,Diesel,Ford,Fiesta,6
2024,163000,2011.0,159999,Diesel,Volkswagen,Golf,7
2025,64000,2012.0,119999,Essence,Hyundai,i 10,6
2026,90000,2011.0,69999,Diesel,Dacia,Sandero,6
2027,40000,2008.0,59999,Essence,Dacia,Logan,6
2028,140000,2014.0,94999,Diesel,Hyundai,i 30,6
2029,56000,1999.0,299999,Diesel,Mercedes-Benz,270,6
2030,56000,2003.0,199999,Diesel,Autres,Autres,6
2031,71000,2014.0,129999,Essence,Renault,Clio,6
2032,130000,2008.0,169999,Diesel,Mercedes-Benz,Classe C,6
2033,30000,1994.0,299999,Essence,Peugeot,306,6
2034,39000,1996.0,199999,Essence,Opel,Corsa,6
2035,97000,2008.0,149999,Essence,BMW,Serie 1,11
2036,78000,2011.0,149999,Essence,Ford,Fiesta,7
2037,82000,2009.0,249999,Diesel,Kia,Carens,8
2038,158000,2008.0,199999,Diesel,BMW,Serie 3,8
2039,45000,2007.0,94999,Diesel,Peugeot,Partner,6
2040,45000,1996.0,159999,Diesel,Citroen,C15,6
2041,59000,2000.0,169999,Diesel,Renault,EXPRESS,6
2042,42000,2003.0,249999,Diesel,Volkswagen,GOLF 3,6
2043,120000,2014.0,64999,Diesel,Ford,Fiesta,6
2044,145000,2011.0,189999,Diesel,Hyundai,Santa Fe,9
2045,23000,1996.0,109999,Essence,Fiat,Uno,6
2046,100000,2016.0,69999,Diesel,Dacia,Dokker,6
2047,51000,2001.0,139999,Diesel,BMW,Serie 5,6
2048,57000,2007.0,249999,Diesel,Peugeot,Partner,6
2049,55000,2010.0,149999,Essence,Renault,Clio,7
2050,95000,2005.0,4999,Diesel,BMW,Serie 3,6
2051,45000,2003.0,169999,Diesel,Peugeot,Partner,6
2052,45000,2001.0,249999,Diesel,Citroen,XSARA,6
2053,33000,2009.0,4999,Essence,Renault,Clio,6
2054,40000,2006.0,14999,Essence,Volkswagen,Gol,6
2055,90000,1999.0,299999,Diesel,Ford,Transit,6
2056,250000,1994.0,19999,Essence,Fiat,Uno,6
2057,45000,1999.0,109999,Diesel,Fiat,Palio,6
2058,27000,1995.0,249999,Diesel,Fiat,Uno,6
2059,645000,2006.0,109999,Essence,Renault,Clio,6
2060,113000,2012.0,89999,Diesel,Peugeot,308,6
2061,175000,2017.0,19999,Diesel,Hyundai,i 30,6
2062,60000,2011.0,99999,Essence,Renault,Twingo,6
2063,75000,2017.0,4999,Essence,Kia,Picanto,6
2064,117000,2014.0,109999,Diesel,Dacia,Duster,6
2065,49000,2006.0,159999,Essence,Peugeot,206,6
2066,90000,2015.0,94999,Essence,Peugeot,208,7
2067,270000,2011.0,109999,Diesel,Jeep,Wrangler,7
2068,49000,2012.0,99999,Essence,Suzuki,Celerio,6
2069,115000,2012.0,94999,Diesel,Dacia,Duster,6
2070,89000,2014.0,119999,Diesel,Dacia,Logan,6
2071,65000,2003.0,199999,Diesel,Renault,MEGANE CC,6
2072,23000,1999.0,129999,Essence,Suzuki,BALENO,9
2073,50000,2004.0,299999,Diesel,Peugeot,Partner,6
2074,58000,2000.0,169999,Diesel,Renault,Kangoo,6
2075,30000,1991.0,249999,Diesel,Autres,Autres,7
2076,95000,2010.0,159999,Diesel,Renault,Espace,6
2077,115000,2015.0,94999,Essence,Peugeot,508,9
2078,85000,2013.0,74999,Diesel,Dacia,Sandero,6
2079,49000,2005.0,149999,Essence,Ford,Focus,6
2080,68000,2010.0,109999,Diesel,Dacia,Logan,6
2081,65000,2003.0,199999,Diesel,Renault,MEGANE CC,6
2082,77000,2014.0,59999,Essence,Peugeot,208,6
2083,87000,2003.0,299999,Diesel,Mercedes-Benz,Classe E,6
2084,98000,2013.0,109999,Diesel,Dacia,Sandero,6
2085,55000,1993.0,34999,Diesel,Renault,19,7
2086,145000,2014.0,79999,Diesel,Ford,C-Max,6
2087,105000,2015.0,59999,Diesel,Peugeot,301,6
2088,125000,2011.0,139999,Diesel,Mitsubishi,pajero sport,6
2089,108000,2012.0,109999,Essence,Honda,Civic,8
2090,99000,2008.0,129999,Essence,Honda,CR-V,6
2091,90000,2008.0,249999,Diesel,Volkswagen,GOLF 5,6
2092,25000,2006.0,119999,Diesel,Fiat,Uno,6
2093,33000,1998.0,179999,Essence,Fiat,Uno,6
2094,120000,2010.0,109999,Diesel,Opel,Insignia,6
2095,65000,2005.0,299999,Diesel,Renault,Kangoo,6
2096,128000,2011.0,179999,Diesel,Opel,Astra,7
2097,84000,2012.0,4999,Essence,Fiat,500,7
2098,95000,2007.0,109999,Essence,Honda,CR-V,6
2099,50000,2009.0,189999,Essence,Fiat,Linea,8
2100,199000,2013.0,139999,Diesel,Volkswagen,GOLF 7,6
2101,89000,2009.0,149999,Diesel,Ford,Focus,7
2102,80000,2007.0,14999,Diesel,Citroen,Berlingo,6
2103,27000,2006.0,149999,Diesel,Fiat,Uno,6
2104,56000,2009.0,39999,Diesel,Renault,R19,6
2105,144000,2010.0,169999,Diesel,Volkswagen,GOLF 6,6
2106,53000,2007.0,179999,Diesel,Peugeot,Partner,7
2107,178000,2014.0,79999,Diesel,Ford,Kuga,6
2108,285000,2016.0,74999,Diesel,Volkswagen,Touareg,12
2109,68000,2003.0,159999,Diesel,Renault,Laguna,6
2110,43000,1998.0,249999,Diesel,Peugeot,306,6
2111,50000,1999.0,299999,Diesel,BMW,Serie 5,6
2112,80000,2010.0,109999,Essence,Honda,City,9
2113,57000,2015.0,94999,Diesel,Citroen,C3,6
2114,39000,2009.0,249999,Essence,Dacia,Logan,6
2115,68000,2006.0,199999,Diesel,Kia,Carens,6
2116,95000,2010.0,189999,Diesel,Mercedes-Benz,220,6
2117,47000,2002.0,249999,Essence,Honda,CR-V,11
2118,170000,2013.0,74999,Diesel,Hyundai,H-1,10
2119,180000,2010.0,149999,Diesel,Volkswagen,Tiguan,6
2120,105000,2007.0,299999,Diesel,Audi,A3,8
2121,25000,1996.0,4999,Diesel,Fiat,Uno,6
2122,35000,2010.0,129999,Essence,Chery,A113,6
2123,38000,1997.0,299999,Essence,Toyota,Tercel,6
2124,34000,2001.0,189999,Essence,Peugeot,406,11
2125,55000,1994.0,299999,Diesel,Renault,R19,6
2126,80000,2003.0,199999,Diesel,Toyota,Avensis,6
2127,90000,2012.0,99999,Diesel,Dacia,Sandero,6
2128,138000,2013.0,9999,Diesel,Dacia,Duster,6
2129,51000,2000.0,249999,Diesel,Peugeot,306,6
2130,142000,2012.0,59999,Essence,Nissan,Juke,9
2131,50000,2007.0,94999,Essence,Kia,Picanto,6
2132,26000,1991.0,54999,Essence,Renault,R9,6
2133,120000,2006.0,4999,Diesel,Mercedes-Benz,Classe B,6
2134,88000,2010.0,9999,Diesel,Renault,Kangoo,6
2135,58000,1995.0,9999,Diesel,Renault,19,7
2136,163000,2007.0,189999,Diesel,Mercedes-Benz,Classe C,6
2137,76000,2011.0,159999,Diesel,Renault,Kangoo,6
2138,28000,1999.0,129999,Diesel,Fiat,Palio,6
2139,65000,2010.0,129999,Essence,Toyota,Yaris,6
2140,155000,2017.0,14999,Diesel,Renault,Clio,6
2141,60000,1994.0,179999,Diesel,Volkswagen,Vento,8
2142,71000,2003.0,189999,Diesel,Volkswagen,GOLF 4,8
2143,105000,2008.0,4999,Diesel,Volkswagen,Passat,6
2144,62000,2003.0,169999,Diesel,Renault,Clio,6
2145,113000,2014.0,149999,Diesel,Hyundai,Accent,6
2146,58000,2012.0,189999,Essence,Renault,Symbol,6
2147,85000,2009.0,179999,Diesel,Citroen,C4,6
2148,140000,2012.0,199999,Diesel,BMW,Serie 3,6
2149,53000,2000.0,29999,Diesel,Renault,Megane,6
2150,58000,2007.0,19999,Essence,Peugeot,207,6
2151,77000,2008.0,24999,Diesel,Renault,Kangoo,6
2152,51000,2005.0,24999,Essence,Honda,Accord,6
2153,160000,2011.0,159999,Diesel,Volkswagen,Amarok,6
2154,95000,2010.0,109999,Diesel,Hyundai,i 30,6
2155,30500,1996.0,249999,Diesel,Fiat,Uno,7
2156,155000,2012.0,159999,Diesel,Volkswagen,Passat,6
2157,58000,2011.0,249999,Diesel,Peugeot,Partner,6
2158,143000,2015.0,69999,Diesel,Ssangyong,Korando,6
2159,65000,1996.0,249999,Diesel,Mercedes-Benz,250,6
2160,35000,1995.0,109999,Diesel,Renault,NEVADA,6
2161,38000,2006.0,249999,Essence,Hyundai,Atos Prime,6
2162,60000,1999.0,299999,Diesel,Audi,A3,6
2163,67000,2008.0,179999,Diesel,Renault,Kangoo,7
2164,89000,2014.0,94999,Diesel,Dacia,Dokker,6
2165,150000,2009.0,169999,Diesel,BMW,Serie 3,6
2166,33000,2000.0,24999,Essence,Peugeot,205,6
2167,95000,2005.0,4999,Diesel,BMW,Serie 3,6
2168,51000,2001.0,149999,Diesel,Peugeot,307,6
2169,60000,2007.0,109999,Diesel,Citroen,Berlingo,6
2170,113000,2010.0,109999,Diesel,Hyundai,i 30,6
2171,55000,2005.0,139999,Diesel,Hyundai,Accent,6
2172,100000,2015.0,74999,Diesel,Dacia,Sandero,6
2173,80000,2010.0,129999,Essence,Mazda,3,8
2174,175000,2009.0,159999,Diesel,Mercedes-Benz,220,6
2175,65000,2005.0,189999,Diesel,Opel,Astra,6
2176,85000,2013.0,94999,Essence,Honda,Jazz,6
2177,89000,2006.0,249999,Diesel,Volkswagen,Passat,6
2178,50000,1995.0,299999,Diesel,Renault,19,6
2179,67000,2011.0,149999,Diesel,Suzuki,Grand Vitara,8
2180,290000,2015.0,54999,Diesel,Volkswagen,Tiguan,6
2181,135000,2009.0,249999,Diesel,Audi,A6,6
2182,165000,2006.0,249999,Diesel,Land Rover,Range Rover Sport,6
2183,65000,2008.0,129999,Diesel,Citroen,C3,6
2184,155000,2010.0,169999,Diesel,Volkswagen,GOLF 6,6
2185,150000,2012.0,44999,Essence,Peugeot,308,6
2186,90000,2015.0,44999,Diesel,Fiat,Doblo,6
2187,44000,2008.0,189999,Essence,Peugeot,206 SW,6
2188,53000,2005.0,139999,Essence,Volkswagen,Polo,6
2189,50000,1996.0,29999,Diesel,Renault,19,6
2190,48000,2008.0,179999,Essence,Hyundai,Accent,6
2191,29500,1997.0,299999,Essence,Mitsubishi,lancer,6
2192,125000,2011.0,139999,Diesel,Peugeot,Boxer,9
2193,243000,2013.0,119999,Diesel,Volkswagen,GOLF 7,8
2194,85000,2012.0,109999,Diesel,Dacia,Sandero,6
2195,19000,1992.0,19999,Essence,Fiat,Uno,6
2196,110000,2016.0,119999,Diesel,Peugeot,308,6
2197,67000,2007.0,199999,Diesel,Renault,Megane,6
2198,25000,1991.0,54999,Diesel,Peugeot,205,6
2199,50000,2007.0,129999,Essence,Kia,Picanto,6
2200,149000,2014.0,39999,Diesel,Chevrolet,Cruze,8
2201,115000,2008.0,199999,Diesel,Honda,Accord,6
2202,88000,2015.0,64999,Diesel,Ford,Fiesta,6
2203,105000,2011.0,139999,Diesel,Peugeot,308,6
2204,115000,2014.0,94999,Diesel,Volkswagen,Polo,5
2205,107000,2013.0,109999,Diesel,Peugeot,Tepee,6
2206,43000,2004.0,19999,Essence,Renault,Clio,6
2207,210000,2016.0,119999,Diesel,Skoda,Octavia,6
2208,125000,2014.0,69999,Diesel,Renault,Kangoo,6
2209,90000,1992.0,44999,Diesel,Mercedes-Benz,190,6
2210,52000,2009.0,109999,Essence,Kia,Picanto,6
2211,28000,2000.0,64999,Essence,Renault,19,6
2212,145000,2012.0,129999,Diesel,Volkswagen,Passat,8
2213,30000,1996.0,34999,Essence,Mitsubishi,lancer,6
2214,148000,2015.0,29999,Diesel,Renault,Clio,7
2215,63000,2008.0,9999,Diesel,Dacia,Logan,6
2216,70000,2011.0,199999,Diesel,Citroen,Berlingo,6
2217,112000,2007.0,149999,Diesel,Hyundai,Santa Fe,6
2218,120000,2008.0,149999,Diesel,BMW,Serie 1,6
2219,50000,2010.0,119999,Essence,Kia,Picanto,6
2220,25000,2003.0,79999,Essence,Daewoo,Lanos,6
2221,45000,2006.0,159999,Essence,Peugeot,407,11
2222,30000,2008.0,94999,Essence,Suzuki,Alto,6
2223,220000,2016.0,19999,Diesel,Volkswagen,Passat,6
2224,162000,2009.0,199999,Diesel,Mercedes-Benz,220,9
2225,55000,1996.0,34999,Diesel,Renault,EXPRESS,7
2226,82000,2013.0,89999,Diesel,Dacia,Logan,6
2227,145000,2015.0,159999,Diesel,Volkswagen,GOLF 6,6
2228,24000,2016.0,4999,Essence,BMW,CABRIOLET,6
2229,120000,2008.0,299999,Diesel,Hyundai,Santa Fe,6
2230,115000,2003.0,249999,Diesel,Mercedes-Benz,220,6
2231,78000,2006.0,149999,Diesel,Peugeot,407,6
2232,110000,2014.0,44999,Diesel,Fiat,500,6
2233,102000,2012.0,119999,Diesel,Renault,Fluence,6
2234,105000,2014.0,64999,Diesel,Dacia,Sandero,6
2235,60000,2003.0,199999,Essence,Suzuki,WAGON R,6
2236,116000,2017.0,9999,Diesel,Dacia,Logan,6
2237,55000,2002.0,129999,Diesel,Renault,Scenic,6
2238,220000,2013.0,119999,Diesel,Ford,Kuga,6
2239,95000,2012.0,199999,Diesel,Peugeot,Tepee,6
2240,28500,1991.0,249999,Essence,Rover,75,6
2241,114000,2015.0,79999,Diesel,Ford,Fiesta,6
2242,530000,2007.0,129999,Essence,Honda,Accord,6
2243,72000,2008.0,249999,Diesel,Renault,Kangoo,7
2244,43000,2006.0,159999,Essence,Dacia,Logan,6
2245,158000,2013.0,169999,Diesel,Hyundai,i 40,6
2246,62000,2003.0,349999,Diesel,Peugeot,307 SW,6
2247,55000,2004.0,299999,Diesel,Renault,Megane,6
2248,85000,2009.0,129999,Diesel,Peugeot,207,6
2249,50000,2003.0,19999,Diesel,Volkswagen,Gol,6
2250,40000,1995.0,199999,Diesel,Renault,Laguna,9
2251,75000,2003.0,159999,Diesel,Mercedes-Benz,Classe CLK,11
2252,220000,2016.0,54999,Diesel,Seat,Leon,8
2253,97000,2014.0,64999,Diesel,Peugeot,208,6
2254,62000,2006.0,249999,Diesel,Dacia,Logan,6
2255,100000,2008.0,189999,Diesel,Hyundai,Santa Fe,6
2256,59000,2012.0,169999,Essence,Hyundai,i 10,6
2257,80000,2008.0,159999,Essence,Citroen,C5,10
2258,85000,2016.0,49999,Diesel,Dacia,Dokker,6
2259,88000,2014.0,149999,Essence,Ford,Fiesta,6
2260,85000,2006.0,179999,Diesel,Renault,Espace,6
2261,120000,2010.0,299999,Diesel,Hyundai,Santa Fe,6
2262,49000,2007.0,4999,Diesel,Fiat,Punto,6
2263,63000,2005.0,299999,Diesel,Renault,Kangoo,6
2264,40000,2008.0,14999,Essence,BYD,F3,6
2265,58000,2009.0,149999,Essence,Dacia,Sandero,6
2266,78000,2009.0,249999,Diesel,Renault,Kangoo,7
2267,49000,2001.0,24999,Diesel,Peugeot,306,7
2268,135000,2006.0,169999,Diesel,Volkswagen,Touareg,6
2269,64000,2004.0,249999,Diesel,Renault,Clio,6
2270,50000,2003.0,24999,Diesel,Citroen,XSARA,6
2271,95000,2010.0,159999,Diesel,Renault,Fluence,6
2272,65000,2013.0,169999,Essence,Renault,Clio,6
2273,72000,2008.0,149999,Essence,Seat,Leon,6
2274,209000,2010.0,159999,Diesel,Audi,Q5,6
2275,85000,2013.0,149999,Diesel,Citroen,Berlingo,6
2276,309000,2009.0,54999,Essence,Audi,S5,6
2277,162000,2007.0,249999,Diesel,Audi,Q7,6
2278,47000,2009.0,129999,Essence,Dacia,Logan,8
2279,46000,2001.0,179999,Diesel,Peugeot,206,7
2280,58000,2002.0,249999,Diesel,Fiat,Doblo,8
2281,75000,2013.0,4999,Diesel,Fiat,Punto,6
2282,37000,2002.0,139999,Essence,Fiat,Palio,6
2283,215000,2014.0,129999,Diesel,Volvo,XC60,6
2284,149000,2011.0,139999,Diesel,Audi,A6,6
2285,108000,2009.0,129999,Diesel,Citroen,C5,8
2286,150000,2006.0,149999,Diesel,Land Rover,Range Rover,6
2287,50000,1999.0,4999,Diesel,Peugeot,406,6
2288,269000,2013.0,119999,Diesel,Audi,Q3,6
2289,133000,2005.0,149999,Diesel,BMW,Serie 5,10
2290,65000,1995.0,99999,Diesel,Renault,R19,6
2291,110000,2013.0,94999,Diesel,Peugeot,Tepee,7
2292,91000,2004.0,249999,Diesel,Volkswagen,GOLF 5,6
2293,273000,2014.0,84999,Diesel,BMW,SERIE 3 GT,6
2294,179000,2010.0,159999,Diesel,Audi,A6,6
2295,209000,2010.0,169999,Diesel,Audi,A5,6
2296,38000,1994.0,299999,Diesel,Volkswagen,Vento,6
2297,75000,2002.0,249999,Diesel,Volkswagen,GOLF 4,6
2298,56000,2009.0,149999,Essence,Hyundai,Accent,8
2299,63000,2007.0,199999,Diesel,Seat,Cordoba,8
2300,50000,2007.0,249999,Essence,Kia,Picanto,6
2301,85000,2008.0,349999,Diesel,Toyota,RAV 4,6
2302,200000,2013.0,89999,Diesel,Mercedes-Benz,Classe A,9
2303,209000,2017.0,44999,Diesel,Alfa Romeo,Giulietta,6
2304,155000,2013.0,139999,Diesel,Alfa Romeo,Giulietta,6
2305,60000,2004.0,349999,Diesel,Renault,Megane,5
2306,139000,2010.0,89999,Essence,Audi,A5,6
2307,52000,2006.0,299999,Diesel,Hyundai,Accent,6
2308,87000,2014.0,74999,Diesel,Fiat,Doblo,6
2309,72000,2001.0,169999,Diesel,Renault,Scenic,6
2310,240000,2011.0,109999,Diesel,Mercedes-Benz,220,6
2311,55000,2002.0,4999,Diesel,Citroen,Berlingo,6
2312,318000,2014.0,54999,Diesel,BMW,Serie 4,8
2313,68000,1996.0,249999,Diesel,Mercedes-Benz,250,10
2314,249000,2013.0,109999,Diesel,Audi,A4,6
2315,112000,2009.0,199999,Diesel,Volkswagen,Passat,8
2316,66000,1995.0,349999,Diesel,Mercedes-Benz,220,6
2317,215000,2013.0,94999,Diesel,Ford,Ranger,6
2318,79000,2009.0,249999,Diesel,Volkswagen,GOLF 4,6
2319,48000,2002.0,14999,Essence,Renault,Laguna,6
2320,248000,2017.0,24999,Diesel,Ford,Kuga,6
2321,140000,2006.0,94999,Diesel,Mercedes-Benz,other,9
2322,120000,2012.0,89999,Diesel,Dacia,Duster,7
2323,70000,2000.0,44999,Diesel,Volkswagen,Golf,6
2324,44000,2006.0,19999,Essence,Peugeot,407,11
2325,110000,2017.0,19999,Diesel,Dacia,Logan,6
2326,37000,2009.0,4999,Essence,Changhe,Ideal,6
2327,58000,2003.0,249999,Diesel,Citroen,Xsara Picasso,6
2328,140000,2014.0,119999,Diesel,Volkswagen,GOLF 7,6
2329,78000,2015.0,74999,Diesel,Fiat,Doblo,5
2330,132000,2015.0,54999,Diesel,Dacia,Duster,6
2331,20000,1993.0,74999,Essence,Peugeot,405,6
2332,76000,2013.0,89999,Essence,Peugeot,301,6
2333,165000,2013.0,119999,Diesel,Opel,Astra,7
2334,134000,2015.0,119999,Diesel,Ssangyong,Korando,6
2335,45000,1994.0,299999,Diesel,Peugeot,306,6
2336,90000,2007.0,139999,Diesel,Ssangyong,STAVIC,11
2337,85000,2015.0,64999,Essence,Toyota,Yaris,6
2338,54000,2007.0,149999,Essence,Volkswagen,Fox,6
2339,65000,2005.0,99999,Essence,Honda,Jazz,6
2340,63000,2003.0,139999,Essence,Peugeot,307,6
2341,38000,2005.0,199999,Essence,Fiat,Palio,6
2342,265000,2013.0,129999,Diesel,BMW,Serie 3,8
2343,51000,1997.0,9999,Diesel,Renault,Megane,7
2344,64000,2006.0,199999,Diesel,Dacia,Logan,6
2345,119000,2011.0,129999,Diesel,Renault,Megane,6
2346,220000,2013.0,109999,Diesel,Audi,A4,8
2347,90000,1999.0,4999,Diesel,Toyota,Hilux,10
2348,118000,2009.0,79999,Diesel,Citroen,C5,6
2349,80000,2013.0,74999,Diesel,Suzuki,SX4,6
2350,87000,1993.0,129999,Diesel,Land Rover,Defender,9
2351,690000,2016.0,64999,Diesel,Land Rover,Range Rover,12
2352,60000,2007.0,149999,Essence,Nissan,Murano,6
2353,45000,2005.0,129999,Essence,Chevrolet,Optra,8
2354,58000,2009.0,199999,Essence,Renault,Clio,7
2355,250000,2001.0,24999,Essence,Fiat,Uno,6
2356,220000,2013.0,109999,Diesel,Volkswagen,Touareg,6
2357,31000,1996.0,159999,Essence,Seat,Cordoba,6
2358,63000,2003.0,139999,Essence,Peugeot,307,6
2359,760000,1991.0,299999,Diesel,Mercedes-Benz,190,10
2360,49000,2007.0,189999,Essence,Dacia,Logan,6
2361,90000,2014.0,119999,Diesel,Dacia,Dokker,6
2362,77000,2006.0,199999,Diesel,Honda,Accord,6
2363,50000,2013.0,24999,Diesel,Dacia,Logan,6
2364,55000,2010.0,84999,Essence,Hyundai,Accent,6
2365,82000,2014.0,84999,Diesel,Fiat,Punto,5
2366,60000,1995.0,299999,Diesel,Volkswagen,GOLF 3,8
2367,12700,2011.0,99999,Diesel,Peugeot,Tepee,6
2368,19000,1997.0,14999,Essence,Mitsubishi,lancer,6
2369,190000,2016.0,34999,Diesel,Skoda,Yeti,6
2370,110000,2008.0,74999,Essence,mini,cooper,9
2371,125000,2013.0,89999,Diesel,Renault,Kangoo,6
2372,300000,2017.0,9999,Diesel,Renault,TALISMAN,6
2373,165000,2012.0,129999,Diesel,Land Rover,Freelander,8
2374,215000,2017.0,9999,Diesel,Volkswagen,GOLF 7,6
2375,205000,2014.0,79999,Diesel,Ford,Kuga,8
2376,98000,2012.0,94999,Diesel,Renault,Fluence,6
2377,300000,2014.0,84999,Diesel,Jeep,Grand Cherokee,12
2378,250000,2011.0,129999,Diesel,Volkswagen,Touareg,12
2379,64000,2007.0,189999,Diesel,Ford,other,7
2380,630000,2015.0,84999,Diesel,Land Rover,Range Rover,12
2381,33500,2000.0,249999,Essence,Fiat,Siena,7
2382,125000,2011.0,169999,Diesel,Nissan,Qashqai,6
2383,49000,2008.0,179999,Essence,Hyundai,i 10,6
2384,110000,2013.0,109999,Diesel,Renault,Megane,6
2385,145000,2010.0,54999,Essence,Honda,other,16
2386,30000,2007.0,249999,Essence,Hyundai,Atos,6
2387,105000,2011.0,139999,Diesel,Dacia,Duster,6
2388,35000,2007.0,84999,Essence,Chery,QQ,6
2389,78000,2007.0,249999,Diesel,Honda,Accord,6
2390,62000,2004.0,249999,Diesel,Ford,Focus,7
2391,107500,2006.0,249999,Diesel,Volkswagen,Caddy,6
2392,165000,2014.0,24999,Diesel,Opel,Astra,6
2393,78000,2009.0,149999,Diesel,Renault,Kangoo,6
2394,70000,2015.0,129999,Essence,Dacia,Duster,6
2395,163000,2014.0,84999,Diesel,Alfa Romeo,Giulietta,6
2396,72000,2013.0,84999,Essence,Peugeot,301,7
2397,78000,2006.0,189999,Diesel,Toyota,RAV 4,8
2398,84000,1999.0,299999,Diesel,Mercedes-Benz,220,9
2399,37000,2010.0,169999,Essence,Suzuki,Alto,6
2400,120000,2012.0,109999,Diesel,Peugeot,308,6
2401,140000,2014.0,159999,Diesel,Volkswagen,GOLF 7,6
2402,19000,1999.0,24999,Essence,Daewoo,Matiz,6
2403,110000,2014.0,84999,Diesel,Renault,Clio,6
2404,52000,2002.0,199999,Diesel,Citroen,C5,8
2405,163000,2012.0,139999,Diesel,Volkswagen,Golf,6
2406,165000,2012.0,94999,Diesel,Volkswagen,Jetta,8
2407,68000,2014.0,89999,Essence,Renault,Clio,7
2408,55000,2004.0,189999,Essence,Renault,Laguna,6
2409,49000,2006.0,149999,Essence,Kia,Picanto,6
2410,32000,2001.0,149999,Essence,Fiat,Siena,6
2411,70000,2013.0,39999,Essence,Citroen,C1,5
2412,88000,2008.0,169999,Diesel,Toyota,Corolla,6
2413,128000,2016.0,29999,Diesel,Peugeot,Tepee,6
2414,19000,2010.0,169999,Essence,Renault,R9,6
2415,215000,2014.0,64999,Diesel,Audi,A3,6
2416,116000,2008.0,199999,Diesel,Toyota,RAV 4,9
2417,55000,2007.0,349999,Diesel,Dacia,Logan,6
2418,28000,1994.0,29999,Essence,Peugeot,306,8
2419,67000,2002.0,249999,Diesel,Renault,Clio,6
2420,59000,2006.0,249999,Diesel,Hyundai,Accent,6
2421,135000,2010.0,189999,Diesel,Honda,Accord,9
2422,47000,2007.0,169999,Essence,Chevrolet,Optra,6
2423,28000,1992.0,249999,Essence,Renault,19,6
2424,75000,2012.0,139999,Diesel,Dacia,Logan,6
2425,110000,2008.0,24999,Diesel,Volkswagen,GOLF 5,6
2426,27000,1996.0,129999,Essence,Fiat,Uno,6
2427,35000,1992.0,299999,Essence,BMW,Serie 3,6
2428,53000,2003.0,119999,Diesel,Peugeot,607,6
2429,38000,1998.0,34999,Diesel,Citroen,XSARA,8
2430,37000,2004.0,14999,Diesel,Fiat,Palio,7
2431,190000,2016.0,34999,Diesel,Skoda,Yeti,6
2432,58000,2001.0,34999,Diesel,Renault,Megane,7
2433,53000,2010.0,139999,Essence,Dacia,Sandero,6
2434,49000,2003.0,69999,Diesel,Fiat,Palio,6
2435,46000,1993.0,169999,Diesel,Volkswagen,GOLF 3,8
2436,115000,2012.0,129999,Diesel,Skoda,Octavia,6
2437,55000,2007.0,94999,Essence,Kia,Picanto,6
2438,76000,2000.0,249999,Diesel,Volkswagen,GOLF 4,6
2439,129000,2016.0,54999,Diesel,Dacia,Duster,6
2440,48000,1994.0,249999,Diesel,Renault,R19,6
2441,96000,2015.0,59999,Essence,Ford,Fiesta,6
2442,69000,2011.0,34999,Essence,Renault,Clio,6
2443,48000,2007.0,299999,Essence,Renault,Clio,7
2444,116000,2013.0,109999,Diesel,Dacia,Duster,6
2445,58000,2013.0,199999,Essence,Peugeot,301,7
2446,120000,2006.0,189999,Diesel,Volkswagen,GOLF 5,8
2447,68000,2009.0,159999,Diesel,Peugeot,206,6
2448,84000,2012.0,9999,Diesel,Renault,Symbol,6
2449,120000,2013.0,199999,Diesel,Volkswagen,Caddy,6
2450,59000,2004.0,119999,Essence,Suzuki,Grand Vitara,6
2451,125000,2008.0,119999,Diesel,Volkswagen,Touareg,11
2452,75000,2011.0,79999,Diesel,Peugeot,206,6
2453,152000,2016.0,39999,Diesel,Citroen,Berlingo,6
2454,43000,2008.0,179999,Essence,Dacia,Logan,8
2455,60000,2012.0,119999,Essence,Chevrolet,Spark,6
2456,16000,2001.0,299999,Essence,Suzuki,BALENO,6
2457,59000,2012.0,139999,Essence,Hyundai,i 10,6
2458,133000,2015.0,74999,Diesel,Dacia,Duster,6
2459,73000,2014.0,89999,Essence,Renault,Clio,7
2460,66000,2015.0,64999,Essence,Suzuki,Celerio,6
2461,122000,2013.0,129999,Diesel,Citroen,Berlingo,6
2462,38000,1998.0,299999,Diesel,Fiat,Palio,6
2463,38000,1998.0,159999,Diesel,Volkswagen,Polo,8
2464,65000,2002.0,99999,Diesel,BMW,Serie 3,6
2465,129000,2013.0,159999,Diesel,Volkswagen,Caddy,6
2466,152000,2014.0,99999,Diesel,Peugeot,308,6
2467,80000,2012.0,129999,Diesel,Peugeot,Partner,6
2468,45000,2013.0,199999,Essence,Citroen,Xsara Picasso,6
2469,63500,1992.0,39999,Diesel,Mercedes-Benz,190,6
2470,40000,2002.0,199999,Diesel,Citroen,XSARA,6
2471,190000,2016.0,34999,Diesel,Skoda,Yeti,6
2472,33000,1994.0,24999,Diesel,Peugeot,309,6
2473,60000,2005.0,249999,Diesel,Citroen,C3,6
2474,70000,2003.0,34999,Diesel,Renault,Megane,6
